_id,has_rain,has_rain_1,has_rain_2,has_rain_3,has_rain_4,has_rain_5,has_rain_6,humidity_avg_1,humidity_avg_2,humidity_avg_3,humidity_avg_4,humidity_avg_5,humidity_avg_6,humidity_fall_1,humidity_fall_2,humidity_fall_3,humidity_fall_4,humidity_fall_5,humidity_fall_6,humidity_max_1,humidity_max_2,humidity_max_3,humidity_max_4,humidity_max_5,humidity_max_6,humidity_min_1,humidity_min_2,humidity_min_3,humidity_min_4,humidity_min_5,humidity_min_6,humidity_rise_1,humidity_rise_2,humidity_rise_3,humidity_rise_4,humidity_rise_5,humidity_rise_6,humidity_steady_1,humidity_steady_2,humidity_steady_3,humidity_steady_4,humidity_steady_5,humidity_steady_6,light_avg_1,light_avg_2,light_avg_3,light_avg_4,light_avg_5,light_avg_6,light_fall_1,light_fall_2,light_fall_3,light_fall_4,light_fall_5,light_fall_6,light_max_1,light_max_2,light_max_3,light_max_4,light_max_5,light_max_6,light_min_1,light_min_2,light_min_3,light_min_4,light_min_5,light_min_6,light_rise_1,light_rise_2,light_rise_3,light_rise_4,light_rise_5,light_rise_6,light_steady_1,light_steady_2,light_steady_3,light_steady_4,light_steady_5,light_steady_6,pressure_avg_1,pressure_avg_2,pressure_avg_3,pressure_avg_4,pressure_avg_5,pressure_avg_6,pressure_fall_1,pressure_fall_2,pressure_fall_3,pressure_fall_4,pressure_fall_5,pressure_fall_6,pressure_max_1,pressure_max_2,pressure_max_3,pressure_max_4,pressure_max_5,pressure_max_6,pressure_min_1,pressure_min_2,pressure_min_3,pressure_min_4,pressure_min_5,pressure_min_6,pressure_rise_1,pressure_rise_2,pressure_rise_3,pressure_rise_4,pressure_rise_5,pressure_rise_6,pressure_steady_1,pressure_steady_2,pressure_steady_3,pressure_steady_4,pressure_steady_5,pressure_steady_6,rain_avg_1,rain_avg_2,rain_avg_3,rain_avg_4,rain_avg_5,rain_avg_6,rain_fall_1,rain_fall_2,rain_fall_3,rain_fall_4,rain_fall_5,rain_fall_6,rain_max_1,rain_max_2,rain_max_3,rain_max_4,rain_max_5,rain_max_6,rain_min_1,rain_min_2,rain_min_3,rain_min_4,rain_min_5,rain_min_6,rain_rise_1,rain_rise_2,rain_rise_3,rain_rise_4,rain_rise_5,rain_rise_6,rain_steady_1,rain_steady_2,rain_steady_3,rain_steady_4,rain_steady_5,rain_steady_6,temperature_avg_1,temperature_avg_2,temperature_avg_3,temperature_avg_4,temperature_avg_5,temperature_avg_6,temperature_fall_1,temperature_fall_2,temperature_fall_3,temperature_fall_4,temperature_fall_5,temperature_fall_6,temperature_max_1,temperature_max_2,temperature_max_3,temperature_max_4,temperature_max_5,temperature_max_6,temperature_min_1,temperature_min_2,temperature_min_3,temperature_min_4,temperature_min_5,temperature_min_6,temperature_rise_1,temperature_rise_2,temperature_rise_3,temperature_rise_4,temperature_rise_5,temperature_rise_6,temperature_steady_1,temperature_steady_2,temperature_steady_3,temperature_steady_4,temperature_steady_5,temperature_steady_6
11_21_2017_1,0,0.0,0.0,0.0,0.0,0.0,1.0,78.26086956521739,0.0,80.8695652173913,79.0,0.0,91.65217391304348,8.0,9.0,4.0,10.0,8.0,10.0,87.0,92.0,85.0,84.0,94.0,98.0,60.0,66.0,77.0,75.0,62.0,87.0,11.0,10.0,10.0,11.0,11.0,10.0,4.0,3.0,9.0,2.0,5.0,3.0,0.0,0.0,5.739130434782608,0.0,0.0,2.608695652173913,0.0,0.0,5.0,15.0,6.0,0.0,0.0,0.0,55.0,433.0,377.0,30.0,0.0,0.0,0.0,70.0,46.0,0.0,0.0,0.0,1.0,6.0,17.0,4.0,23.0,22.0,17.0,2.0,1.0,19.0,1004.5652173913044,0.0,1001.7826086956521,1001.2173913043479,0.0,1001.5652173913044,1.0,0.0,0.0,1.0,0.0,1.0,1005.0,1004.0,1002.0,1002.0,1002.0,1002.0,1004.0,1002.0,1001.0,1001.0,1002.0,1001.0,3.0,3.0,2.0,1.0,1.0,3.0,19.0,19.0,21.0,21.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,13.26086956521739,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,8.0,23.0,22.0,23.0,23.0,15.0,6.0,5.086956521739131,0.0,7.3478260869565215,8.08695652173913,0.0,6.217391304347826,5.0,5.0,3.0,6.0,6.0,2.0,13.0,11.0,8.0,9.0,13.0,7.0,4.0,5.0,7.0,7.0,6.0,5.0,3.0,7.0,4.0,5.0,5.0,3.0,15.0,10.0,16.0,12.0,13.0,18.0
11_21_2017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,78.04347826086956,78.26086956521739,0.0,80.8695652173913,79.0,0.0,11.0,8.0,9.0,4.0,10.0,8.0,83.0,87.0,92.0,85.0,84.0,94.0,68.0,60.0,66.0,77.0,75.0,62.0,9.0,11.0,10.0,10.0,11.0,11.0,3.0,4.0,3.0,9.0,2.0,5.0,9.869565217391305,0.0,0.0,5.739130434782608,0.0,0.0,0.0,0.0,0.0,5.0,15.0,6.0,80.0,0.0,0.0,55.0,433.0,377.0,0.0,0.0,0.0,0.0,70.0,46.0,6.0,0.0,0.0,1.0,6.0,17.0,17.0,23.0,22.0,17.0,2.0,1.0,1005.9130434782609,1004.5652173913044,0.0,1001.7826086956521,1001.2173913043479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1007.0,1005.0,1004.0,1002.0,1002.0,1002.0,1005.0,1004.0,1002.0,1001.0,1001.0,1002.0,3.0,3.0,3.0,2.0,1.0,1.0,20.0,19.0,19.0,21.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,23.0,22.0,23.0,23.0,15.0,4.043478260869565,5.086956521739131,0.0,7.3478260869565215,8.08695652173913,0.0,2.0,5.0,5.0,3.0,6.0,6.0,12.0,13.0,11.0,8.0,9.0,13.0,3.0,4.0,5.0,7.0,7.0,6.0,4.0,3.0,7.0,4.0,5.0,5.0,17.0,15.0,10.0,16.0,12.0,13.0
11_21_2017_3,0,0.0,0.0,0.0,0.0,0.0,0.0,56.69565217391305,78.04347826086956,78.26086956521739,0.0,80.8695652173913,79.0,14.0,11.0,8.0,9.0,4.0,10.0,73.0,83.0,87.0,92.0,85.0,84.0,37.0,68.0,60.0,66.0,77.0,75.0,8.0,9.0,11.0,10.0,10.0,11.0,1.0,3.0,4.0,3.0,9.0,2.0,512.5652173913044,9.869565217391305,0.0,0.0,5.739130434782608,0.0,7.0,0.0,0.0,0.0,5.0,15.0,2043.0,80.0,0.0,0.0,55.0,433.0,98.0,0.0,0.0,0.0,0.0,70.0,15.0,6.0,0.0,0.0,1.0,6.0,1.0,17.0,23.0,22.0,17.0,2.0,1006.7391304347826,1005.9130434782609,1004.5652173913044,0.0,1001.7826086956521,1001.2173913043479,2.0,0.0,1.0,0.0,0.0,1.0,1007.0,1007.0,1005.0,1004.0,1002.0,1002.0,1006.0,1005.0,1004.0,1002.0,1001.0,1001.0,2.0,3.0,3.0,3.0,2.0,1.0,19.0,20.0,19.0,19.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,22.0,23.0,23.0,10.652173913043478,4.043478260869565,5.086956521739131,0.0,7.3478260869565215,8.08695652173913,6.0,2.0,5.0,5.0,3.0,6.0,18.0,12.0,13.0,11.0,8.0,9.0,5.0,3.0,4.0,5.0,7.0,7.0,11.0,4.0,3.0,7.0,4.0,5.0,6.0,17.0,15.0,10.0,16.0,12.0
11_21_2017_4,0,0.0,0.0,0.0,0.0,0.0,0.0,52.56521739130435,56.69565217391305,78.04347826086956,78.26086956521739,0.0,80.8695652173913,7.0,14.0,11.0,8.0,9.0,4.0,65.0,73.0,83.0,87.0,92.0,85.0,46.0,37.0,68.0,60.0,66.0,77.0,13.0,8.0,9.0,11.0,10.0,10.0,3.0,1.0,3.0,4.0,3.0,9.0,236.69565217391303,512.5652173913044,9.869565217391305,0.0,0.0,5.739130434782608,16.0,7.0,0.0,0.0,0.0,5.0,337.0,2043.0,80.0,0.0,0.0,55.0,75.0,98.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,1.0,1.0,1.0,17.0,23.0,22.0,17.0,1005.304347826087,1006.7391304347826,1005.9130434782609,1004.5652173913044,0.0,1001.7826086956521,1.0,2.0,0.0,1.0,0.0,0.0,1006.0,1007.0,1007.0,1005.0,1004.0,1002.0,1005.0,1006.0,1005.0,1004.0,1002.0,1001.0,1.0,2.0,3.0,3.0,3.0,2.0,21.0,19.0,20.0,19.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,22.0,23.0,8.956521739130435,10.652173913043478,4.043478260869565,5.086956521739131,0.0,7.3478260869565215,5.0,6.0,2.0,5.0,5.0,3.0,10.0,18.0,12.0,13.0,11.0,8.0,8.0,5.0,3.0,4.0,5.0,7.0,5.0,11.0,4.0,3.0,7.0,4.0,13.0,6.0,17.0,15.0,10.0,16.0
11_21_2017_5,0,0.0,0.0,0.0,0.0,0.0,0.0,73.95454545454545,52.56521739130435,56.69565217391305,78.04347826086956,78.26086956521739,0.0,2.0,7.0,14.0,11.0,8.0,9.0,80.0,65.0,73.0,83.0,87.0,92.0,65.0,46.0,37.0,68.0,60.0,66.0,14.0,13.0,8.0,9.0,11.0,10.0,6.0,3.0,1.0,3.0,4.0,3.0,5.636363636363637,236.69565217391303,512.5652173913044,9.869565217391305,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,53.0,337.0,2043.0,80.0,0.0,0.0,0.0,75.0,98.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,0.0,0.0,16.0,1.0,1.0,17.0,23.0,22.0,1005.5,1005.304347826087,1006.7391304347826,1005.9130434782609,1004.5652173913044,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1006.0,1006.0,1007.0,1007.0,1005.0,1004.0,1005.0,1005.0,1006.0,1005.0,1004.0,1002.0,2.0,1.0,2.0,3.0,3.0,3.0,20.0,21.0,19.0,20.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,23.0,23.0,23.0,22.0,7.5,8.956521739130435,10.652173913043478,4.043478260869565,5.086956521739131,0.0,1.0,5.0,6.0,2.0,5.0,5.0,8.0,10.0,18.0,12.0,13.0,11.0,7.0,8.0,5.0,3.0,4.0,5.0,1.0,5.0,11.0,4.0,3.0,7.0,20.0,13.0,6.0,17.0,15.0,10.0
11_22_2017_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95454545454545,52.56521739130435,56.69565217391305,78.04347826086956,78.26086956521739,8.0,2.0,7.0,14.0,11.0,8.0,77.0,80.0,65.0,73.0,83.0,87.0,56.0,65.0,46.0,37.0,68.0,60.0,6.0,14.0,13.0,8.0,9.0,11.0,10.0,6.0,3.0,1.0,3.0,4.0,0.0,5.636363636363637,236.69565217391303,512.5652173913044,9.869565217391305,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,53.0,337.0,2043.0,80.0,0.0,0.0,0.0,75.0,98.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,0.0,24.0,16.0,1.0,1.0,17.0,23.0,0.0,1005.5,1005.304347826087,1006.7391304347826,1005.9130434782609,1004.5652173913044,4.0,0.0,1.0,2.0,0.0,1.0,1006.0,1006.0,1006.0,1007.0,1007.0,1005.0,1005.0,1005.0,1005.0,1006.0,1005.0,1004.0,4.0,2.0,1.0,2.0,3.0,3.0,16.0,20.0,21.0,19.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,23.0,23.0,23.0,23.0,0.0,7.5,8.956521739130435,10.652173913043478,4.043478260869565,5.086956521739131,1.0,1.0,5.0,6.0,2.0,5.0,14.0,8.0,10.0,18.0,12.0,13.0,7.0,7.0,8.0,5.0,3.0,4.0,4.0,1.0,5.0,11.0,4.0,3.0,19.0,20.0,13.0,6.0,17.0,15.0
11_22_2017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95454545454545,52.56521739130435,56.69565217391305,78.04347826086956,9.0,8.0,2.0,7.0,14.0,11.0,75.0,77.0,80.0,65.0,73.0,83.0,52.0,56.0,65.0,46.0,37.0,68.0,9.0,6.0,14.0,13.0,8.0,9.0,6.0,10.0,6.0,3.0,1.0,3.0,0.0,0.0,5.636363636363637,236.69565217391303,512.5652173913044,9.869565217391305,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,53.0,337.0,2043.0,80.0,0.0,0.0,0.0,75.0,98.0,0.0,0.0,0.0,1.0,6.0,15.0,6.0,24.0,24.0,16.0,1.0,1.0,17.0,0.0,0.0,1005.5,1005.304347826087,1006.7391304347826,1005.9130434782609,1.0,4.0,0.0,1.0,2.0,0.0,1006.0,1006.0,1006.0,1006.0,1007.0,1007.0,1005.0,1005.0,1005.0,1005.0,1006.0,1005.0,2.0,4.0,2.0,1.0,2.0,3.0,21.0,16.0,20.0,21.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,22.0,23.0,23.0,23.0,0.0,0.0,7.5,8.956521739130435,10.652173913043478,4.043478260869565,3.0,1.0,1.0,5.0,6.0,2.0,17.0,14.0,8.0,10.0,18.0,12.0,7.0,7.0,7.0,8.0,5.0,3.0,3.0,4.0,1.0,5.0,11.0,4.0,18.0,19.0,20.0,13.0,6.0,17.0
11_22_2017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,77.95652173913044,0.0,0.0,73.95454545454545,52.56521739130435,56.69565217391305,4.0,9.0,8.0,2.0,7.0,14.0,83.0,75.0,77.0,80.0,65.0,73.0,74.0,52.0,56.0,65.0,46.0,37.0,11.0,9.0,6.0,14.0,13.0,8.0,8.0,6.0,10.0,6.0,3.0,1.0,3.347826086956522,0.0,0.0,5.636363636363637,236.69565217391303,512.5652173913044,0.0,0.0,0.0,5.0,16.0,7.0,42.0,0.0,0.0,53.0,337.0,2043.0,0.0,0.0,0.0,0.0,75.0,98.0,4.0,0.0,0.0,1.0,6.0,15.0,19.0,24.0,24.0,16.0,1.0,1.0,1005.0,0.0,0.0,1005.5,1005.304347826087,1006.7391304347826,0.0,1.0,4.0,0.0,1.0,2.0,1005.0,1006.0,1006.0,1006.0,1006.0,1007.0,1005.0,1005.0,1005.0,1005.0,1005.0,1006.0,1.0,2.0,4.0,2.0,1.0,2.0,22.0,21.0,16.0,20.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,24.0,22.0,23.0,23.0,7.043478260869565,0.0,0.0,7.5,8.956521739130435,10.652173913043478,3.0,3.0,1.0,1.0,5.0,6.0,8.0,17.0,14.0,8.0,10.0,18.0,6.0,7.0,7.0,7.0,8.0,5.0,3.0,3.0,4.0,1.0,5.0,11.0,17.0,18.0,19.0,20.0,13.0,6.0
11_22_2017_3,0,0.0,0.0,0.0,0.0,0.0,0.0,63.30434782608695,77.95652173913044,0.0,0.0,73.95454545454545,52.56521739130435,11.0,4.0,9.0,8.0,2.0,7.0,84.0,83.0,75.0,77.0,80.0,65.0,55.0,74.0,52.0,56.0,65.0,46.0,7.0,11.0,9.0,6.0,14.0,13.0,5.0,8.0,6.0,10.0,6.0,3.0,256.5652173913044,3.347826086956522,0.0,0.0,5.636363636363637,236.69565217391303,7.0,0.0,0.0,0.0,5.0,16.0,421.0,42.0,0.0,0.0,53.0,337.0,69.0,0.0,0.0,0.0,0.0,75.0,16.0,4.0,0.0,0.0,1.0,6.0,0.0,19.0,24.0,24.0,16.0,1.0,1005.5652173913044,1005.0,0.0,0.0,1005.5,1005.304347826087,2.0,0.0,1.0,4.0,0.0,1.0,1006.0,1005.0,1006.0,1006.0,1006.0,1006.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,3.0,1.0,2.0,4.0,2.0,1.0,18.0,22.0,21.0,16.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,24.0,24.0,22.0,23.0,10.043478260869565,7.043478260869565,0.0,0.0,7.5,8.956521739130435,7.0,3.0,3.0,1.0,1.0,5.0,14.0,8.0,17.0,14.0,8.0,10.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,3.0,3.0,4.0,1.0,5.0,7.0,17.0,18.0,19.0,20.0,13.0
11_22_2017_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.30434782608695,77.95652173913044,0.0,0.0,73.95454545454545,3.0,11.0,4.0,9.0,8.0,2.0,66.0,84.0,83.0,75.0,77.0,80.0,55.0,55.0,74.0,52.0,56.0,65.0,12.0,7.0,11.0,9.0,6.0,14.0,9.0,5.0,8.0,6.0,10.0,6.0,0.0,256.5652173913044,3.347826086956522,0.0,0.0,5.636363636363637,16.0,7.0,0.0,0.0,0.0,5.0,464.0,421.0,42.0,0.0,0.0,53.0,42.0,69.0,0.0,0.0,0.0,0.0,7.0,16.0,4.0,0.0,0.0,1.0,1.0,0.0,19.0,24.0,24.0,16.0,0.0,1005.5652173913044,1005.0,0.0,0.0,1005.5,3.0,2.0,0.0,1.0,4.0,0.0,1005.0,1006.0,1005.0,1006.0,1006.0,1006.0,1004.0,1005.0,1005.0,1005.0,1005.0,1005.0,4.0,3.0,1.0,2.0,4.0,2.0,17.0,18.0,22.0,21.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,23.0,24.0,24.0,22.0,0.0,10.043478260869565,7.043478260869565,0.0,0.0,7.5,5.0,7.0,3.0,3.0,1.0,1.0,12.0,14.0,8.0,17.0,14.0,8.0,10.0,6.0,6.0,7.0,7.0,7.0,6.0,9.0,3.0,3.0,4.0,1.0,13.0,7.0,17.0,18.0,19.0,20.0
11_22_2017_5,0,0.0,0.0,0.0,0.0,0.0,0.0,68.52173913043478,0.0,63.30434782608695,77.95652173913044,0.0,0.0,4.0,3.0,11.0,4.0,9.0,8.0,74.0,66.0,84.0,83.0,75.0,77.0,65.0,55.0,55.0,74.0,52.0,56.0,11.0,12.0,7.0,11.0,9.0,6.0,8.0,9.0,5.0,8.0,6.0,10.0,3.1739130434782608,0.0,256.5652173913044,3.347826086956522,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,31.0,464.0,421.0,42.0,0.0,0.0,0.0,42.0,69.0,0.0,0.0,0.0,1.0,7.0,16.0,4.0,0.0,0.0,17.0,1.0,0.0,19.0,24.0,24.0,1005.0,0.0,1005.5652173913044,1005.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1005.0,1005.0,1006.0,1005.0,1006.0,1006.0,1005.0,1004.0,1005.0,1005.0,1005.0,1005.0,1.0,4.0,3.0,1.0,2.0,4.0,22.0,17.0,18.0,22.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,23.0,23.0,24.0,24.0,10.0,0.0,10.043478260869565,7.043478260869565,0.0,0.0,0.0,5.0,7.0,3.0,3.0,1.0,10.0,12.0,14.0,8.0,17.0,14.0,10.0,10.0,6.0,6.0,7.0,7.0,1.0,6.0,9.0,3.0,3.0,4.0,22.0,13.0,7.0,17.0,18.0,19.0
11_23_2017_0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.8695652173913,68.52173913043478,0.0,63.30434782608695,77.95652173913044,0.0,7.0,4.0,3.0,11.0,4.0,9.0,82.0,74.0,66.0,84.0,83.0,75.0,74.0,65.0,55.0,55.0,74.0,52.0,11.0,11.0,12.0,7.0,11.0,9.0,5.0,8.0,9.0,5.0,8.0,6.0,0.0,3.1739130434782608,0.0,256.5652173913044,3.347826086956522,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,31.0,464.0,421.0,42.0,0.0,0.0,0.0,42.0,69.0,0.0,0.0,0.0,1.0,7.0,16.0,4.0,0.0,23.0,17.0,1.0,0.0,19.0,24.0,1005.7826086956521,1005.0,0.0,1005.5652173913044,1005.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1006.0,1005.0,1005.0,1006.0,1005.0,1006.0,1005.0,1005.0,1004.0,1005.0,1005.0,1005.0,2.0,1.0,4.0,3.0,1.0,2.0,21.0,22.0,17.0,18.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,24.0,23.0,23.0,24.0,9.391304347826088,10.0,0.0,10.043478260869565,7.043478260869565,0.0,3.0,0.0,5.0,7.0,3.0,3.0,10.0,10.0,12.0,14.0,8.0,17.0,9.0,10.0,10.0,6.0,6.0,7.0,3.0,1.0,6.0,9.0,3.0,3.0,17.0,22.0,13.0,7.0,17.0,18.0
11_23_2017_1,0,0.0,0.0,0.0,0.0,0.0,0.0,83.1304347826087,77.8695652173913,68.52173913043478,0.0,63.30434782608695,77.95652173913044,7.0,7.0,4.0,3.0,11.0,4.0,92.0,82.0,74.0,66.0,84.0,83.0,74.0,74.0,65.0,55.0,55.0,74.0,11.0,11.0,11.0,12.0,7.0,11.0,5.0,5.0,8.0,9.0,5.0,8.0,0.0,0.0,3.1739130434782608,0.0,256.5652173913044,3.347826086956522,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,31.0,464.0,421.0,42.0,0.0,0.0,0.0,42.0,69.0,0.0,0.0,0.0,1.0,7.0,16.0,4.0,23.0,23.0,17.0,1.0,0.0,19.0,1007.0434782608696,1005.7826086956521,1005.0,0.0,1005.5652173913044,1005.0,1.0,0.0,0.0,3.0,2.0,0.0,1008.0,1006.0,1005.0,1005.0,1006.0,1005.0,1006.0,1005.0,1005.0,1004.0,1005.0,1005.0,3.0,2.0,1.0,4.0,3.0,1.0,19.0,21.0,22.0,17.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,24.0,23.0,23.0,7.913043478260869,9.391304347826088,10.0,0.0,10.043478260869565,7.043478260869565,2.0,3.0,0.0,5.0,7.0,3.0,9.0,10.0,10.0,12.0,14.0,8.0,7.0,9.0,10.0,10.0,6.0,6.0,1.0,3.0,1.0,6.0,9.0,3.0,20.0,17.0,22.0,13.0,7.0,17.0
11_23_2017_2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1304347826087,77.8695652173913,68.52173913043478,0.0,63.30434782608695,7.0,7.0,7.0,4.0,3.0,11.0,99.0,92.0,82.0,74.0,66.0,84.0,93.0,74.0,74.0,65.0,55.0,55.0,10.0,11.0,11.0,11.0,12.0,7.0,6.0,5.0,5.0,8.0,9.0,5.0,0.0,0.0,0.0,3.1739130434782608,0.0,256.5652173913044,0.0,0.0,0.0,5.0,16.0,7.0,61.0,0.0,0.0,31.0,464.0,421.0,0.0,0.0,0.0,0.0,42.0,69.0,5.0,0.0,0.0,1.0,7.0,16.0,18.0,23.0,23.0,17.0,1.0,0.0,0.0,1007.0434782608696,1005.7826086956521,1005.0,0.0,1005.5652173913044,0.0,1.0,0.0,0.0,3.0,2.0,1010.0,1008.0,1006.0,1005.0,1005.0,1006.0,1008.0,1006.0,1005.0,1005.0,1004.0,1005.0,3.0,3.0,2.0,1.0,4.0,3.0,20.0,19.0,21.0,22.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,24.0,23.0,6.304347826086956,7.913043478260869,9.391304347826088,10.0,0.0,10.043478260869565,4.0,2.0,3.0,0.0,5.0,7.0,7.0,9.0,10.0,10.0,12.0,14.0,5.0,7.0,9.0,10.0,10.0,6.0,5.0,1.0,3.0,1.0,6.0,9.0,14.0,20.0,17.0,22.0,13.0,7.0
11_23_2017_3,0,0.0,0.0,0.0,0.0,0.0,0.0,86.69565217391305,0.0,83.1304347826087,77.8695652173913,68.52173913043478,0.0,9.0,7.0,7.0,7.0,4.0,3.0,94.0,99.0,92.0,82.0,74.0,66.0,70.0,93.0,74.0,74.0,65.0,55.0,8.0,10.0,11.0,11.0,11.0,12.0,6.0,6.0,5.0,5.0,8.0,9.0,361.17391304347825,0.0,0.0,0.0,3.1739130434782608,0.0,13.0,0.0,0.0,0.0,5.0,16.0,1010.0,61.0,0.0,0.0,31.0,464.0,71.0,0.0,0.0,0.0,0.0,42.0,9.0,5.0,0.0,0.0,1.0,7.0,1.0,18.0,23.0,23.0,17.0,1.0,1010.7391304347826,0.0,1007.0434782608696,1005.7826086956521,1005.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1011.0,1010.0,1008.0,1006.0,1005.0,1005.0,1010.0,1008.0,1006.0,1005.0,1005.0,1004.0,2.0,3.0,3.0,2.0,1.0,4.0,21.0,20.0,19.0,21.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,24.0,7.434782608695652,6.304347826086956,7.913043478260869,9.391304347826088,10.0,0.0,3.0,4.0,2.0,3.0,0.0,5.0,11.0,7.0,9.0,10.0,10.0,12.0,5.0,5.0,7.0,9.0,10.0,10.0,6.0,5.0,1.0,3.0,1.0,6.0,14.0,14.0,20.0,17.0,22.0,13.0
